cells,UMAP1,UMAP2
cy79_p5_CD45_neg_PDL1_pos_G09_S753_comb,9.530063,-0.7209441
CY88CD45POS_2_G08_S464_comb,5.6135645,1.2757769
cy84_Met_CD45_pos_D06_S906_comb,0.78263545,14.317344
cy88_cd45pos_5_B02_S206_comb,4.167411,9.3167925
cy80_CD45_neg_B06_S882_comb,8.278699,1.7219173
Cy72_CD45_F08_S740_comb,-1.713546,13.338981
CY89FNAQ2_A06_S390_comb,4.172237,8.930438
cy88_cd_45_pos_3_F11_S647_comb,-0.9904905,15.467141
CY88CD45_150813_D05_S329_comb,-0.5822149,15.121066
cy94_cd45pos_4_H05_S89_comb,0.03227609,7.8850203
cy84_Primary_CD45_pos_B06_S402_comb,-0.2008475,15.112294
cy79_p4_CD45_neg_PDL1_neg_C06_S1086_comb,11.521816,4.194248
cy94_cd45pos_B02_S110_comb,4.672375,6.257597
Cy74_CD45_H07_S475_comb,-1.5715339,5.0707574
cy79_p3_CD45_neg_PDL1_neg_F10_S262_comb,10.734196,4.1280327
cy72_CD45_pos_A03_S867_comb,0.877186,3.9869392
cy60_1_cd_45_pos_3_B03_S303_comb,6.8949203,1.6005553
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_G04_S1036_comb,1.0781344,5.4902835
Cy72_CD45_D05_S713_comb,1.1887064,3.9927785
cy80_Cd45_pos_PD1_pos_S119_E11_S119_comb,-0.89999056,5.9517074
CY88CD45POS_7_B11_S215_comb,5.8872232,0.31488705
CY88CD45_150813_F07_S355_comb,6.60132,0.5211429
CY88_5_H02_S758_comb,13.05837,6.6098375
CY94CD45POS_1_B12_S120_comb,-0.20085318,7.8160367
cy84_Primary_CD45_pos_C11_S419_comb,-0.4259082,15.248396
Cy71_CD45_D02_S518_comb,5.1927767,2.2697213
cy94_cd45neg_cd90pos_C05_S317_comb,9.980756,-1.3917193
Cy72_CD45_F06_S738_comb,-0.8896655,5.906849
cy84_Primary_CD45_pos_H06_S474_comb,0.79170644,5.643147
cy94_cd45pos_B01_S109_comb,-0.0515748,5.262266
cy94_cd45pos_4_D12_S48_comb,-0.14554669,5.7175565
CY84_PRIM_POS_ALL_7_B04_S208_comb,6.4295316,1.8276236
cy79_p3_CD45_neg_PDL1_neg_E07_S247_comb,10.705455,3.888743
cy60_1_cd_45_neg_3_H01_S565_comb,8.391429,3.0936785
cy74_CD45_pos_A11_S683_comb,6.033466,3.1030538
CY84_PRIM_POS_ALL_7_F10_S262_comb,-2.588447,12.1738825
cy94_cd45pos_F09_S165_comb,0.08712901,4.9988046
cy53_1_CD45_neg_D08_S332_comb,9.309068,1.5849694
CY88CD45POS_2_G06_S462_comb,-0.43473282,14.771964
cy79_p3_CD45_neg_PD1_pos_AS_C3_R1_H12_S384_comb,12.253555,3.3347914
CY89COREQ1_E03_S339_comb,-0.33926997,5.5344677
cy74_CD45_pos_C12_S708_comb,-0.21765153,7.0866194
cy79_p3_CD45_pos_PD1_neg_G07_S175_comb,-2.5872693,5.5194907
cy80_Cd45_pos_Pd1_neg_S223_B07_S223_comb,-1.0718417,6.368443
Cy74_CD45_E10_S442_comb,0.6798712,14.105797
cy94_cd45neg_cd90pos_C02_S314_comb,9.821971,8.053795
cy82_CD45_pos_3_C06_S30_comb,7.5395517,2.9579008
Cy81_Bulk_CD45_C12_S132_comb,9.392297,6.023152
Cy72_CD45_H04_S760_comb,-1.4475296,13.135367
cy60_1_cd_45_pos_4_B03_S15_comb,1.8830853,5.7845583
CY89A_CD45_POS_6_A08_S104_comb,-1.5804279,0.4735621
Cy81_FNA_CD45_D05_S233_comb,-1.7747152,11.511455
cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_G01_S553_comb,-2.1446068,5.0709176
cy79_p3_CD45_pos_PD1_neg_G04_S172_comb,-1.4951941,4.7398148
cy94_cd45pos_4_B04_S16_comb,0.08109017,6.220435
cy80_CD_90_pos_C02_S890_comb,9.105147,-2.123982
CY89COREQ1_C08_S320_comb,-0.5786422,6.3755674
cy60_1_cd_45_pos_4_D02_S38_comb,0.6964248,6.0237203
CY89A_CD45_POS_6_G01_S169_comb,-0.8526124,5.938988
cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_H06_S570_comb,-2.686518,5.31822
CY88CD45POS_2_C01_S409_comb,5.1755743,0.22630247
cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_F04_S544_comb,-2.2769635,6.0729623
CY89A_CD45_POS_6_B09_S117_comb,-1.230642,6.213643
CY89A_Core_15_B10_S22_comb,-0.6081234,6.0972404
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_E11_S1019_comb,2.074107,5.5659266
cy80_Cd45_pos_Pd1_neg_S219_B03_S219_comb,-0.005020174,6.240266
cy80_Cd45_pos_Pd1_neg_S227_B11_S227_comb,-0.53671104,5.7256794
CY84_PRIM_POS_ALL_6_A01_S385_comb,-1.1938939,14.378377
cy60_1_cd_45_pos_4_G03_S75_comb,-0.6649926,15.783423
cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_G04_S556_comb,-1.9142922,6.269005
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_F03_S1023_comb,1.5430384,4.7754736
CY84_PRIM_POS_ALL_7_E03_S243_comb,3.9966006,2.7165635
CY89A_Core_15_E04_S52_comb,0.5411203,5.073198
cy79_p3_CD45_neg_PDL1_neg_A12_S204_comb,9.04046,0.7230225
CY89A_Core_15_H11_S95_comb,-0.9776717,6.0453553
cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_F01_S445_comb,-0.9146448,7.299089
cy74_CD45_pos_B12_S696_comb,6.6762247,2.0998824
CY88_3_C02_S602_comb,13.8278265,5.7927017
cy72_CD45_pos_G07_S943_comb,-1.4824625,5.7657833
CY88CD45POS_2_H12_S480_comb,8.262706,3.9634573
cy79_p3_CD45_pos_PD1_neg_C05_S125_comb,-2.0935795,5.3062696
cy88_cd_45_pos_3_F02_S638_comb,6.3259573,0.4045472
cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_B01_S493_comb,-3.3828528,12.540749
CY89FNA_F03_S255_comb,-0.21031834,4.6181827
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_F02_S1022_comb,1.706248,5.8482685
cy60_1_cd_45_pos_4_B08_S20_comb,-0.3435914,15.681155
cy74_CD45_pos_B02_S686_comb,6.4577127,1.9679791
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_D10_S1006_comb,0.9776853,5.2127
cy79_p4_CD45_neg_PDL1_neg_C10_S1090_comb,12.263177,3.4765718
cy94_cd45pos_4_G02_S74_comb,-0.1908682,7.9825783
cy84_Primary_CD45_pos_B02_S398_comb,0.8520155,3.751838
cy53_1_CD45_pos_1_G08_S80_comb,4.183669,2.5714617
CY58_1_CD45_D01_S997_comb,-0.5874112,15.671882
cy94_cd45pos_4_G04_S76_comb,-0.7122966,6.168085
cy60_1_cd_45_pos_3_G12_S372_comb,7.0367956,0.94051427
cy53_1_CD45_neg_G07_S367_comb,9.103304,1.3273002
cy94_cd45neg_cd90pos_B07_S307_comb,8.467328,2.5682068
cy84_Primary_CD45_pos_E07_S439_comb,1.583758,6.017909
CY94CD45POS_1_E04_S148_comb,-0.9035491,14.88592
cy79_p3_CD45_pos_PD1_neg_G05_S173_comb,-2.3693044,5.3213387
Cy72_CD45_A08_S680_comb,-1.4136666,12.793492
cy80_Cd45_pos_Pd1_neg_S338_G02_S338_comb,-0.7552981,5.7913656
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_H05_S1049_comb,0.51654845,7.247892
cy80_CD45_neg_C05_S893_comb,8.462256,1.5294672
CY89A_Core_15_A03_S3_comb,0.41906938,5.5132575
CY94CD45POS_1_G09_S177_comb,3.2932725,3.3518636
CY89A_CD45_POS_6_D11_S143_comb,5.894142,3.0728083
CY94CD45POS_1_E08_S152_comb,-0.31272694,5.15155
Cy80_II_CD45_H03_S951_comb,10.205217,-1.8780485
Cy72_CD45_H05_S761_comb,0.5625072,5.9585524
cy80_CD45_neg_D05_S905_comb,8.242058,1.7466303
cy84_Primary_CD45_pos_G11_S467_comb,1.6344298,6.0592685
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_E08_S1016_comb,2.1787913,5.4541106
cy80_Cd45_pos_PD1_pos_C08_S68_comb,-0.77343017,7.51085
cy60_1_cd_45_pos_3_F10_S358_comb,1.7475576,5.651683
CY89A_CD45_POS_6_D07_S139_comb,-0.3723409,5.894618
cy80_Cd45_pos_Pd1_neg_S247_C07_S247_comb,-0.024093531,5.3397884
cy80_CD45_pos_PD1_pos_G03_S171_comb,0.46606758,10.809045
Cy72_CD45_G04_S748_comb,1.4528573,14.230493
cy80_CD_90_pos_A02_S866_comb,8.967386,-2.372004
CY88CD45POS_7_F04_S256_comb,5.186189,0.77572215
cy88_cd45pos_5_E02_S242_comb,11.8379755,8.993129
cy94_cd45pos_B09_S117_comb,5.2433586,2.474506
cy88_cd_45_pos_3_H12_S672_comb,8.691572,3.9288867
Cy81_Bulk_CD45_C08_S128_comb,9.128046,6.0029593
cy60_1_cd_45_pos_4_H01_S85_comb,-0.16920471,4.890112
CY84_PRIM_POS_ALL_8_A01_S97_comb,7.1121006,2.6767118
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_G12_S1044_comb,4.6315823,6.316942
cy84_Met_CD45_pos_H05_S953_comb,0.19520068,6.077599
CY94CD45POS_1_G12_S180_comb,-0.47793293,6.062067
CY88CD45POS_2_G01_S457_comb,9.461986,5.99503
cy53_1_CD45_pos_2_A10_S970_comb,6.5319886,0.27369606
CY89A_Core_15_A10_S10_comb,-0.53337324,6.0559254
cy58_1_CD45_pos_F11_S647_comb,0.96645,14.155014
cy79_p4_CD45_neg_PDL1_neg_F05_S1121_comb,11.792842,4.217737
CY89A_Core_15_D02_S38_comb,0.29462352,4.6775737
cy79_p3_CD45_pos_PD1_neg_G12_S180_comb,-1.5099726,5.2236304
CY88CD45POS_7_G04_S268_comb,6.556915,0.4434424
Cy72_CD45_C08_S704_comb,0.3633313,14.414338
CY88CD45POS_7_E09_S249_comb,5.885056,2.4645538
CY88CD45POS_7_G03_S267_comb,1.10654,6.080956
cy94_cd45pos_A04_S100_comb,-0.5151658,11.993868
cy53_1_CD45_pos_2_E03_S1011_comb,-1.4746443,0.3753413
cy80_cd_90_neg_H04_S184_comb,8.79248,-2.4580889
cy60_1_cd_45_pos_3_G06_S366_comb,1.8177323,6.132569
CY88CD45POS_2_B07_S403_comb,9.555183,3.969672
CY88CD45_150813_D03_S327_comb,5.9930844,0.664929
CY89A_Core_15_C11_S35_comb,-0.79389614,15.04593
CY94CD45POS_1_F06_S162_comb,-1.5252026,10.332361
CY88CD45_150813_E02_S338_comb,5.713415,0.46861377
CY94CD45POS_1_H03_S183_comb,-0.33160934,5.442819
CY88CD45POS_7_C05_S221_comb,4.7678866,6.165641
cy88_cd45pos_5_B05_S209_comb,0.9113759,3.658216
CY89A_Core_15_F10_S70_comb,6.299263,1.0162445
cy88_cd_45_pos_H05_S473_comb,-0.027048087,15.359783
CY84_PRIM_POS_ALL_8_E11_S155_comb,7.512942,2.7870927
cy60_1_cd_45_pos_3_C04_S316_comb,-0.9271129,16.06043
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_B06_S978_comb,1.6066409,4.84529
cy60_1_cd_45_pos_3_H07_S379_comb,1.3274133,4.282882
cy94_cd45pos_G09_S177_comb,0.2292847,11.448421
cy82_CD45_neg_3_H02_S854_comb,11.660274,7.7237406
CY84_PRIM_POS_ALL_7_E12_S252_comb,5.51706,0.798018
cy88_cd45pos_5_C02_S218_comb,1.0038706,13.1826935
CY89A_CD45_POS_6_B05_S113_comb,-0.6640879,5.466614
cy58_1_CD45_pos_E10_S634_comb,-0.6874508,14.943972
CY84_PRIM_POS_ALL_8_C07_S127_comb,6.1973357,1.1598631
cy60_1_cd_45_pos_3_E04_S340_comb,1.3910364,4.3193903
cy74_CD45_pos_A10_S682_comb,-0.6738818,14.930888
cy84_Primary_CD45_pos_C08_S416_comb,7.1062727,0.69446766
CY89COREQ1_G09_S369_comb,-1.0690825,5.444514
CY89CORE11_E02_S146_comb,14.216695,5.302453
CY89COREQ1_F08_S356_comb,-0.98900133,5.7782383
cy94_cd45neg_cd90pos_H07_S379_comb,0.544625,7.161391
CY89A_Core_15_D07_S43_comb,-0.4455367,5.9393873
CY89A_CD45_POS_6_G08_S176_comb,-0.6890893,4.9877973
CY94CD45POS_1_D03_S135_comb,0.98722976,5.419129
cy94_cd45pos_C09_S129_comb,1.0777577,6.1230965
CY84_PRIM_POS_ALL_7_A07_S199_comb,7.3398876,2.724649
Cy81_Bulk_CD45_F10_S166_comb,9.433132,2.1942534
cy94_cd45pos_4_H12_S96_comb,-0.05985128,5.294497
Cy72_CD45_H12_S864_comb,11.243204,8.027543
cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_G07_S559_comb,-2.575193,5.4509478
Cy80_II_CD45_B04_S880_comb,8.265565,1.7972947
cy88_cd45pos_5_D03_S231_comb,-0.56884676,5.603733
cy53_1_CD45_pos_2_H05_S1049_comb,4.7460933,0.9160048
CY84_PRIM_POS_ALL_7_D01_S229_comb,6.7222533,0.80257887
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_B07_S979_comb,1.3980606,4.748526
cy53_1_CD45_pos_1_B10_S22_comb,5.039195,2.3856874
CY89A_CD45_POS_6_B04_S112_comb,5.537446,0.74412817
cy94_cd45neg_cd90pos_A09_S297_comb,9.200732,0.71252155
CY89A_CD45_POS_6_A09_S105_comb,-1.4537731,4.7897353
cy80_CD45_pos_PD1_pos_D11_S143_comb,8.934603,2.453699
cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_D03_S135_comb,11.26703,4.3091297
cy80_CD_90_pos_C07_S895_comb,8.688764,-2.5268154
cy80_CD_90_pos_H08_S956_comb,8.954385,-2.3103712
cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_H12_S576_comb,-2.391974,5.756467
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_F07_S1027_comb,1.462499,5.4370747
cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_F08_S548_comb,-2.8772743,5.4513826
CY89COREQ1_C01_S313_comb,-1.2448729,5.25442
CY88CD45POS_2_F09_S453_comb,-0.667836,15.389856
Cy74_CD45_G11_S467_comb,1.5776486,14.0498
CY84_PRIM_POS_ALL_7_A01_S193_comb,7.211455,2.7741358
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_C03_S987_comb,5.7157664,5.093076
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_A04_S964_comb,1.4022105,5.066002
CY89COREQ1_C07_S319_comb,-0.8542402,5.4033217
cy79_p3_CD45_pos_PD1_neg_F05_S161_comb,-1.9231774,4.8663406
cy60_1_cd_45_pos_4_A11_S11_comb,1.3509341,5.8131514
cy80_Cd45_pos_Pd1_neg_S296_E08_S296_comb,-0.6739182,5.2778573
cy94_cd45pos_D01_S133_comb,-0.23016894,8.189663
merck_cd45pos_PL3_S292,2.4678283,11.702283
merck_cd45pos_PL3_S337,3.4776986,15.790919
merck_cd45negcd90neg_PL3_S247,11.085816,7.014091
merck_cd45pos_PL3_S360,4.211982,13.562027
merck_cd45pos_PL3_S365,2.0921848,11.535124
merck_cd45pos_PL3_S340,0.1589569,11.996874
merck_cd45negcd90neg_PL3_S270,10.446489,7.556357
merck_cd45pos_PL3_S328,2.1061513,12.702901
merck_cd45negcd90neg_PL3_S268,10.050115,4.794732
merck_cd45negcd90neg_PL3_S241,9.789261,4.707625
merck_cd45negcd90neg_PL3_S195,9.830283,4.67713
merck_cd45pos_PL3_S357,2.7134538,12.550288
merck_cd45negcd90neg_PL3_S223,9.672429,4.8834524
merck_cd45negcd90neg_PL3_S245,9.850315,4.6605754
merck_cd45pos_PL3_S336,2.1692119,9.064458
merck_cd45pos_PL3_S344,3.442268,12.8181305
merck_cd45pos_PL3_S324,1.6296806,13.53272
merck_cd45pos_PL3_S325,3.4169695,11.846957
merck_cd45pos_PL3_S347,3.636998,12.805615
merck_cd45pos_PL3_S348,1.6280873,13.477324
merck_cd45pos_PL3_S352,3.5651119,11.256933
merck_cd45pos_PL3_S377,3.0587983,12.420865
merck_cd45negcd90neg_PL3_S227,10.5231905,7.555659
merck_cd45pos_PL3_S312,3.1028605,12.58329
merck_cd45pos_PL3_S299,2.193401,9.042551
merck_cd45negcd90neg_PL3_S221,10.501374,4.880427
merck_cd45negcd90neg_PL3_S275,10.789946,6.5758085
merck_cd45negcd90neg_PL3_S232,10.350973,4.697981
merck_cd45pos_PL3_S333,3.2090802,12.462553
merck_cd45negcd90neg_PL3_S250,10.614303,6.5282965
merck_cd45negcd90neg_PL3_S278,10.006787,4.6486545
merck_cd45pos_PL3_S375,3.1992347,12.346563
merck_cd45pos_PL3_S327,3.1971405,12.77248
merck_cd45negcd90neg_PL3_S261,11.165271,4.7494097
merck_cd45negcd90neg_PL3_S238,9.551762,4.6291285
merck_cd45pos_PL3_S374,2.561989,12.769388
merck_cd45pos_PL3_S351,3.482922,12.359183
merck_cd45negcd90neg_PL3_S236,10.782597,5.7173243
merck_cd45negcd90neg_PL3_S226,10.965562,6.190814
merck_cd45pos_PL3_S335,3.4618042,11.79585
merck_cd45pos_PL3_S326,1.154293,11.393332
merck_cd45pos_PL3_S346,1.9338597,10.350449
merck_cd45negcd90neg_PL3_S231,10.565259,7.4512916
merck_cd45pos_PL3_S294,2.7986546,12.997099
merck_cd45negcd90neg_PL3_S197,10.6103115,8.069847
merck_cd45pos_PL3_S305,1.0253618,10.741923
merck_cd45negcd90neg_PL3_S277,10.539447,7.33052
merck_cd45pos_PL3_S308,4.292167,12.903472
merck_cd45pos_PL3_S378,2.3923123,12.863213
merck_cd45pos_PL3_S356,1.6414866,9.589712
merck_cd45negcd90neg_PL3_S202,9.434594,4.9126043
merck_cd45pos_PL3_S359,3.2592983,12.538292
merck_cd45pos_PL3_S316,2.026583,9.281657
merck_cd45pos_PL3_S289,3.7271214,12.915472
merck_cd45pos_PL3_S368,0.29629275,12.091342
merck_cd45pos_PL3_S290,2.5258164,13.057236
merck_cd45pos_PL3_S293,3.2707314,12.481432
merck_cd45pos_PL3_S382,3.4113638,12.661337
merck_cd45pos_PL3_S311,1.289999,12.139814
merck_cd45negcd90neg_PL3_S204,10.324823,7.8946586
merck_cd45negcd90neg_PL3_S213,10.495961,7.623013
merck_cd45pos_PL3_S319,3.4505064,11.401716
merck_cd45pos_PL3_S315,3.6428535,12.482333
merck_cd45pos_PL3_S363,2.8751314,13.161761
merck_cd45negcd90neg_PL3_S217,10.149892,4.8854623
merck_cd45negcd90neg_PL3_S287,10.4857,7.293592
merck_cd45pos_PL3_S361,2.5801885,11.889147
merck_cd45pos_PL3_S300,4.485183,14.679868
merck_cd45negcd90neg_PL3_S219,11.151343,7.5738325
merck_cd45pos_PL3_S381,3.2644744,12.685643
merck_cd45negcd90neg_PL3_S243,10.958329,5.978269
merck_cd45negcd90neg_PL3_S214,9.64784,4.5813127
merck_cd45pos_PL3_S349,1.5566627,11.935436
merck_cd45negcd90neg_PL3_S260,10.671097,7.023809
merck_cd45pos_PL3_S323,2.5702958,13.213878
merck_cd45negcd90neg_PL3_S211,9.536928,4.590933
merck_cd45pos_PL3_S362,3.719302,12.635685
merck_cd45negcd90neg_PL3_S276,9.992118,4.67618
merck_cd45negcd90neg_PL3_S205,9.979433,4.6499376
merck_cd45negcd90neg_PL3_S240,9.912781,4.717219
merck_cd45pos_PL3_S383,2.0241039,10.704737
merck_cd45pos_PL3_S379,3.4539902,12.755202
merck_cd45negcd90neg_PL3_S248,10.534197,7.8956532
merck_cd45pos_PL3_S314,2.1772869,9.085372
merck_cd45negcd90neg_PL3_S209,10.776614,6.4315357
merck_cd45pos_PL3_S355,1.8517169,9.632171
merck_cd45negcd90neg_PL3_S252,9.960245,5.0151763
merck_cd45negcd90neg_PL3_S198,12.599008,4.884132
merck_cd45negcd90neg_PL3_S196,10.574772,7.672466
merck_cd45negcd90neg_PL3_S208,9.707457,4.5415354
merck_cd45pos_PL3_S329,4.8581743,13.684946
merck_cd45negcd90neg_PL3_S230,10.174133,4.805264
merck_cd45negcd90neg_PL3_S274,10.470822,7.3179
merck_cd45pos_PL3_S370,0.73861265,10.418165
merck_cd45negcd90neg_PL3_S271,10.678488,7.3923664
merck_cd45pos_PL3_S342,3.6175807,12.468515
merck_cd45pos_PL3_S291,4.084124,12.73249
merck_cd45negcd90neg_PL3_S255,10.055565,4.876504
merck_cd45pos_PL3_S366,2.9522777,13.145366
merck_cd45negcd90neg_PL3_S272,10.913575,6.9913154
merck_cd45negcd90neg_PL3_S256,10.980862,9.171254
merck_cd45negcd90neg_PL3_S253,10.395834,7.6500864
merck_cd45negcd90neg_PL3_S235,10.776846,6.102991
merck_cd45negcd90neg_PL3_S218,10.060971,4.75492
merck_cd45pos_PL3_S341,3.060784,12.71101
merck_cd45negcd90neg_PL3_S193,9.874076,4.5727043
merck_cd45pos_PL3_S350,3.2370389,11.970622
merck_cd45pos_PL3_S331,3.5491602,13.303411
merck_cd45pos_PL3_S358,2.5911536,12.953772
merck_cd45pos_PL3_S297,3.3492172,12.244448
merck_cd45negcd90neg_PL3_S207,9.811791,4.689894
merck_cd45pos_PL3_S298,2.667715,13.757177
merck_cd45pos_PL3_S364,2.205248,12.712928
merck_cd45pos_PL3_S321,3.423547,12.77949
merck_cd45pos_PL3_S313,2.907319,12.598504
merck_cd45negcd90neg_PL3_S239,10.093375,4.8594055
merck_cd45negcd90neg_PL3_S242,10.69031,7.864852
Merck_CD45pos_pl4_S55,3.4986823,12.924263
Merck_CD45pos_pl4_S62,3.8121877,13.654177
Merck_CD45pos_pl4_S28,2.3329773,13.378688
Merck_CD45neg_EPCAMpos_pl4_S108,10.017018,4.809327
Merck_CD45neg_EPCAMpos_pl4_S164,9.609933,4.5208488
Merck_CD45pos_pl4_S81,2.610816,12.6017885
Merck_CD45neg_EPCAMpos_pl4_S131,10.422989,5.464228
Merck_CD45neg_EPCAMpos_pl4_S168,10.318494,6.725365
Merck_CD45pos_pl4_S51,2.630908,13.121738
Merck_CD45pos_pl4_S14,1.2796885,15.1610985
Merck_CD45pos_pl4_S68,3.313912,12.780045
Merck_CD45neg_EPCAMpos_pl4_S127,10.525731,7.522423
Merck_CD45pos_pl4_S39,3.3012598,12.532727
Merck_CD45neg_EPCAMpos_pl4_S166,9.735365,4.4497476
Merck_CD45neg_EPCAMpos_pl4_S137,10.4423275,4.7415805
Merck_CD45pos_pl4_S5,2.8333097,12.639209
Merck_CD45pos_pl4_S31,3.4018407,11.647618
Merck_CD45pos_pl4_S37,3.072839,12.700354
Merck_CD45pos_pl4_S58,2.721561,12.729988
Merck_CD45pos_pl4_S1,3.5960913,12.566038
Merck_CD45pos_pl4_S9,3.2821963,12.472802
Merck_CD45neg_EPCAMpos_pl4_S157,10.775578,5.228979
Merck_CD45neg_EPCAMpos_pl4_S175,10.670297,6.738477
Merck_CD45pos_pl4_S63,3.7039657,11.844388
Merck_CD45neg_EPCAMpos_pl4_S124,9.882876,4.866275
Merck_CD45pos_pl4_S33,3.5318534,11.658206
Merck_CD45pos_pl4_S2,3.0875027,12.693989
Merck_CD45neg_EPCAMpos_pl4_S107,10.317809,7.5432606
Merck_CD45pos_pl4_S80,3.3397992,12.506395
Merck_CD45pos_pl4_S17,1.5746981,11.166947
Merck_CD45pos_pl4_S38,3.4294972,11.618718
Merck_CD45pos_pl4_S89,1.5150824,9.629519
Merck_CD45neg_EPCAMpos_pl4_S177,10.12733,4.6923857
Merck_CD45pos_pl4_S56,4.658529,1.3477348
Merck_CD45pos_pl4_S21,3.3758261,13.078844
Merck_CD45pos_pl4_S48,2.703646,13.121624
Merck_CD45pos_pl4_S84,3.7773068,3.1450982
Merck_CD45neg_EPCAMpos_pl4_S171,9.75719,4.76218
Merck_CD45pos_pl4_S30,2.2198722,9.20247
Merck_CD45neg_EPCAMpos_pl4_S133,10.429981,4.9618316
Merck_CD45pos_pl4_S75,3.519192,12.05969
Merck_CD45neg_EPCAMpos_pl4_S185,10.767555,6.878639
Merck_CD45neg_EPCAMpos_pl4_S128,10.489918,7.3951135
Merck_CD45pos_pl4_S50,2.3262181,13.383029
Merck_CD45pos_pl4_S95,2.697553,13.2617855
Merck_CD45pos_pl4_S44,2.9945223,12.955798
Merck_CD45neg_EPCAMpos_pl4_S140,10.799102,7.135008
Merck_CD45pos_pl4_S65,3.4895883,12.038117
Merck_CD45neg_EPCAMpos_pl4_S145,10.213188,7.728423
Merck_CD45pos_pl4_S77,2.1108153,12.831758
Merck_CD45pos_pl4_S22,2.7715974,12.6027775
Merck_CD45pos_pl4_S83,2.669561,11.744808
Merck_CD45pos_pl4_S32,3.8558497,13.329964
Merck_CD45pos_pl4_S34,2.981576,11.7701845
Merck_CD45neg_EPCAMpos_pl4_S123,10.699909,6.9178987
Merck_CD45pos_pl4_S46,3.4394698,12.527963
Merck_CD45neg_EPCAMpos_pl4_S190,10.037194,4.636807
Merck_CD45pos_pl4_S18,2.7545838,13.354515
Merck_CD45neg_EPCAMpos_pl4_S97,10.109616,4.760968
Merck_CD45pos_pl4_S54,3.2733927,12.714428
Merck_CD45pos_pl4_S24,1.6947619,13.138949
Merck_CD45pos_pl4_S90,2.4285562,12.736883
Merck_CD45pos_pl4_S13,3.3199825,11.540616
Merck_CD45pos_pl4_S85,2.1367667,9.336472
Merck_CD45pos_pl4_S26,2.2558844,13.142494
Merck_CD45pos_pl4_S43,3.1334977,12.744858
Merck_CD45neg_EPCAMpos_pl4_S176,9.871964,4.572534
Merck_CD45neg_EPCAMpos_pl4_S188,10.433225,7.9909043
Merck_CD45pos_pl4_S78,2.0657847,13.293076
Merck_CD45pos_pl4_S73,5.002588,1.8146333
Merck_CD45neg_EPCAMpos_pl4_S138,10.199039,5.036921
Merck_CD45pos_pl4_S74,3.632016,12.391671
Merck_CD45neg_EPCAMpos_pl4_S170,10.561987,7.395243
Merck_CD45pos_pl4_S41,3.149045,15.738899
Merck_CD45pos_pl4_S49,1.5531459,13.378303
Merck_CD45pos_pl4_S8,5.385613,2.934903
Merck_CD45pos_pl4_S94,1.9388932,13.196486
Merck_CD45pos_pl4_S93,2.7028773,14.017077
Merck_CD45pos_pl4_S57,3.5756807,11.80362
Merck_CD45pos_pl4_S67,3.1304917,13.378483
Merck_CD45pos_pl4_S29,1.73443,12.003326
Merck_CD45pos_pl4_S11,3.1176648,12.92764
Merck_CD45pos_pl4_S71,2.2691202,13.210777
Merck_CD45pos_pl4_S66,2.4028533,13.025267
Merck_CD45neg_EPCAMpos_pl4_S132,10.304319,7.704419
Merck_CD45pos_pl4_S12,3.1025667,13.2536
Merck_CD45pos_pl4_S25,3.5210388,11.5926485
Merck_CD45neg_EPCAMpos_pl4_S119,9.937719,4.813434
Merck_CD45neg_EPCAMpos_pl4_S162,10.056399,4.6152644
Merck_CD45pos_pl4_S15,1.7087592,13.30078
Merck_CD45pos_pl4_S76,3.152176,12.693591
Merck_CD45pos_pl4_S23,4.040008,13.048559
Merck_CD45neg_EPCAMpos_pl4_S142,10.2309475,4.9516664
Merck_CD45pos_pl4_S53,1.302671,11.666954
Merck_CD45neg_EPCAMpos_pl4_S187,9.826594,4.6502132
Merck_CD45pos_pl4_S3,2.9670672,12.822236
Merck_CD45pos_pl4_S10,2.4856865,13.39779
Merck_CD45neg_EPCAMpos_pl4_S143,9.920489,4.539835
Merck_CD45pos_pl4_S70,3.2722948,11.801124
Merck_CD45neg_EPCAMpos_pl4_S172,10.701372,7.4720654
Merck_CD45pos_pl4_S61,4.82964,13.381338
Merck_CD45pos_pl4_S4,4.8795123,0.32119447
Merck_CD45pos_pl4_S82,3.3686252,11.886711
